1672542030 -915.19
1672542030 -925.43
1672542044 -825.56
1672542045 -774.95
1672542062 -827.83
1672542078 -738.32
1672542087 -886.99
1672542092 -912.59
1672542094 -852.32
1672542127 -783.00
1672542135 -731.95
1672542154 -698.81
1672542169 -725.90
1672542190 -786.29
1672542210 -924.17
1672542210 -721.41
1672542251 -692.47
1672542307 -687.27
1672542326 -974.64
1672542342 -865.53
1672542343 -894.71
1672542361 -873.99
1672542367 -906.31
1672542368 -818.31
1672542370 -946.25
1672542375 -741.53
1672542376 -967.04
1672542378 -803.18
1672542379 -905.45
1672542387 -733.65
1672542405 -930.94
1672542445 -821.26
1672542447 -846.11
1672542448 -921.60
1672542486 -812.01
1672542528 -795.93
1672542574 -848.96
1672542603 -945.38
1672542622 -943.22
1672542626 -912.32
1672542636 -840.29
1672542642 -996.58
1672542660 -926.50
1672542664 -746.20
1672542697 -782.34
1672542794 -968.43
1672542797 -859.56
1672542820 -933.54
1672542859 -733.46
1672542862 -968.00
1672542866 -876.36
1672542873 -930.27
1672542892 -926.17
1672542904 -761.20
1672542911 -796.34
1672543016 -674.78
1672543026 -920.51
1672543026 -959.11
1672543043 -891.52
1672543052 -737.02
1672543053 -930.23
1672543077 -957.89
1672543080 -763.45
1672543083 -856.10
1672543101 -914.73
1672543106 -841.61
1672543135 -875.74
1672543140 -877.20
1672543169 -921.56
1672543199 -751.24
1672543213 -814.53
1672543223 -902.11
1672543226 -753.48
1672543228 -918.87
1672543240 -952.16
1672543281 -821.82
1672543296 -857.10
1672543319 -766.58
1672543323 -698.04
1672543360 -801.19
1672543369 -776.53
1672543373 -893.01
1672543375 -711.18
1672543393 -692.26
1672543424 -869.37
1672543425 -960.78
1672543435 -904.12
1672543445 -843.89
1672543449 -968.40
1672543452 -733.44
1672543459 -793.08
1672543471 -827.94
1672543473 -679.83
1672543490 -696.46
1672543496 -982.47
1672543496 -724.41
1672543499 -687.62
1672543503 -834.33
1672543522 -771.18
1672543543 -708.11
1672543557 -688.05
1672543576 -982.36
1672543597 -927.63
1672543612 -781.22
1672543645 -851.63
1672543667 -813.60
1672543675 -718.37
1672543676 -983.06
1672543677 -786.28
1672543696 -921.95
1672543701 -844.07
1672543705 -884.71
1672543714 -891.51
1672543718 -898.53
1672543725 -703.50
1672543750 -919.47
1672543751 -807.86
1672543796 -981.64
1672543812 -923.29
1672543884 -831.41
1672543912 -912.75
1672543914 -984.39
1672543919 -853.90
1672544000 -700.86
1672544016 -838.80
1672544022 -972.52
1672544031 -814.00
1672544053 -849.77
1672544057 -725.00
1672544058 -912.39
1672544081 -893.21
1672544116 -771.26
1672544170 -808.31
1672544175 -842.98
1672544195 -861.07
1672544201 -831.63
1672544209 -892.89
1672544225 -916.78
1672544225 -921.17
1672544254 -911.99
1672544270 -689.48
1672544278 -849.08
1672544301 -776.58
1672544317 -948.66
1672544330 -821.39
1672544338 -941.90
1672544351 -784.04
1672544366 -968.92
1672544371 -782.39
1672544390 -825.22
1672544395 -849.98
1672544397 -773.83
1672544398 -715.18
1672544472 -716.34
1672544483 -991.63
1672544484 -845.61
1672544489 -741.70
1672544490 -931.36
1672544601 -679.84
1672544602 -849.59
1672544621 -792.87
1672544630 -933.55
1672544638 -976.36
1672544641 -857.95
1672544646 -733.07
1672544667 -890.81
1672544691 -762.40
1672544706 -712.83
1672544719 -920.31
1672544758 -873.96
1672544787 -689.80
1672544801 -855.96
1672544805 -924.61
1672544821 -687.16
1672544864 -780.11
1672544864 -751.53
1672544881 -980.04
1672544882 -736.61
1672544932 -717.22
1672544951 -802.06
1672544992 -964.34
1672545009 -827.80
1672545043 -810.46
1672545044 -915.43
1672545067 -941.78
1672545074 -919.06
1672545108 -715.54
1672545110 -781.62
1672545129 -933.96
1672545133 -767.99
1672545182 -706.54
1672545211 -768.47
1672545233 -867.44
1672545282 -880.72
1672545312 -862.87
1672545314 -978.54
1672545355 -871.81
1672545357 -771.64
1672545360 -982.85
1672545390 -927.76
1672545400 -919.67
1672545401 -724.90
1672545404 -987.53
1672545413 -903.02
1672545422 -901.35
1672545440 -850.77
1672545454 -967.39
1672545456 -884.56
1672545456 -753.16
1672545464 -874.53
1672545487 -905.87
1672545490 -776.91
1672545527 -818.57
1672545574 -696.15
1672545603 -993.91
1672545616 -883.81
1672545626 -708.30
1672545632 -752.38
1672545650 -785.85
1672545660 -863.33
1672545663 -846.72
1672545737 -973.54
1672545763 -905.64
1672545772 -851.52
1672545775 -984.19
1672545785 -768.74
1672545801 -911.32
1672545810 -736.29
1672545811 -860.49
1672545895 -830.76
1672545913 -889.24
1672545915 -756.10
1672545933 -738.00
1672545935 -765.75
1672545977 -987.17
1672545985 -920.83
1672546007 -986.70
1672546024 -902.46
1672546033 -969.42
1672546038 -785.48
1672546047 -966.50
1672546059 -773.59
1672546072 -864.10
1672546107 -798.30
1672546109 -914.42
1672546146 -802.81
1672546161 -688.55
1672546176 -926.13
1672546191 -997.91
1672546199 -684.27
1672546206 -722.56
1672546209 -998.91
1672546239 -990.35
1672546239 -694.25
1672546248 -959.23
1672546256 -835.24
1672546262 -864.34
1672546289 -969.81
1672546305 -691.70
1672546314 -798.34
1672546362 -827.92
1672546380 -958.63
1672546397 -950.76
1672546413 -970.95
1672546440 -676.65
1672546471 -748.07
1672546501 -864.33
1672546506 -828.02
1672546545 -754.89
1672546552 -876.94
1672546557 -819.37
1672546588 -703.47
1672546594 -860.19
1672546601 -796.03
1672546625 -896.53
1672546625 -791.94
1672546639 -718.50
1672546676 -932.22
1672546688 -716.62
1672546707 -798.55
1672546719 -919.25
1672546727 -830.38
1672546743 -709.98
1672546745 -903.23
1672546756 -789.67
1672546756 -915.29
1672546757 -722.38
1672546768 -952.14
1672546804 -817.27
1672546804 -933.20
1672546824 -957.66
1672546848 -719.53
