1672542009 224
1672542087 498
1672542089 460
1672542097 171
1672542099 -610
1672542115 -376
1672542133 194
1672542135 -744
1672542169 816
1672542227 -337
1672542253 373
1672542305 -956
1672542323 -177
1672542328 940
1672542377 -400
1672542389 291
1672542397 -492
1672542448 -348
1672542477 87
1672542482 803
1672542497 -731
1672542501 -716
1672542575 -980
1672542579 -591
1672542580 149
1672542609 -905
1672542633 130
1672542639 836
1672542659 376
1672542662 960
1672542668 101
1672542669 -795
1672542674 590
1672542678 -772
1672542708 -600
1672542740 -232
1672542755 -942
1672542767 427
1672542785 335
1672542799 -938
1672542815 -683
1672542842 -257
1672542845 799
1672542900 833
1672542914 -13
1672542929 -45
1672542977 -50
1672542980 189
1672542989 635
1672543025 -526
1672543030 -59
1672543100 4
1672543160 510
1672543187 -175
1672543188 -175
1672543218 -137
1672543221 -903
1672543234 -170
1672543250 675
1672543254 844
1672543350 -88
1672543383 894
1672543456 -207
1672543465 33
1672543469 824
1672543478 -910
1672543488 41
1672543488 -256
1672543507 92
1672543519 -731
1672543522 334
1672543530 843
1672543542 -72
1672543566 65
1672543586 -604
1672543603 -946
1672543604 269
1672543611 5
1672543612 -912
1672543648 -762
1672543668 -608
1672543675 90
1672543703 993
1672543715 -649
1672543716 -336
1672543724 353
1672543732 365
1672543740 -224
1672543745 247
1672543827 273
1672543881 382
1672543931 -963
1672543950 111
1672544006 867
1672544038 -551
1672544058 -310
1672544083 -784
1672544085 -259
1672544099 -543
1672544101 -148
1672544107 616
1672544116 40
1672544147 477
1672544152 386
1672544153 -967
1672544156 -852
1672544211 12
1672544213 -851
1672544227 999
1672544235 202
1672544312 -281
1672544316 -478
1672544333 485
1672544363 -646
1672544363 485
1672544371 -137
1672544372 861
1672544381 194
1672544393 566
1672544397 602
1672544398 803
1672544404 731
1672544411 179
1672544423 729
1672544425 75
1672544456 -321
1672544460 -94
1672544463 473
1672544480 360
1672544485 -571
1672544488 -205
1672544504 -364
1672544515 -646
1672544576 738
1672544611 -783
1672544612 -887
1672544614 -545
1672544618 -53
1672544647 -538
1672544648 -670
1672544648 -832
1672544656 -157
1672544663 547
1672544669 480
1672544676 -819
1672544684 -556
1672544707 668
1672544710 -273
1672544765 -699
1672544779 531
1672544782 -921
1672544789 -245
1672544817 -801
1672544837 164
1672544854 -579
1672544863 457
1672544934 498
1672544943 -796
1672544946 156
1672544961 -11
1672545015 359
1672545022 -553
1672545031 173
1672545046 -113
1672545060 723
1672545113 -248
1672545123 -406
1672545124 -695
1672545126 -142
1672545152 798
1672545177 -663
1672545192 -690
1672545228 -371
1672545235 696
1672545239 -827
1672545249 -880
1672545255 278
1672545262 340
1672545276 566
1672545281 -825
1672545308 -713
1672545329 281
1672545330 929
1672545386 -14
1672545409 983
1672545420 732
1672545444 775
1672545445 -182
1672545449 -923
1672545459 -66
1672545477 -239
1672545547 -163
1672545565 -901
1672545565 -640
1672545568 -780
1672545590 147
1672545601 -297
1672545615 185
1672545638 -616
1672545648 925
1672545650 478
1672545677 401
1672545688 13
1672545702 -813
1672545711 -89
1672545719 658
1672545724 340
1672545743 362
1672545747 973
1672545773 275
1672545777 -978
1672545792 -553
1672545810 -405
1672545814 -823
1672545822 -218
1672545835 -288
1672545851 625
1672545874 -245
1672545888 -796
1672545895 -276
1672545955 -158
1672545976 -56
1672545979 240
1672546000 -442
1672546048 -131
1672546054 -229
1672546113 403
1672546166 -10
1672546174 256
1672546186 61
1672546225 -605
1672546260 79
1672546283 -2
1672546284 533
1672546301 201
1672546325 -425
1672546327 582
1672546330 364
1672546332 -345
1672546335 -962
1672546363 636
1672546397 719
1672546402 607
1672546409 -219
1672546431 -992
1672546438 -995
1672546446 -89
1672546454 29
1672546456 -24
1672546514 310
1672546528 -493
1672546538 -97
1672546542 -23
1672546550 -263
1672546551 -123
1672546553 450
1672546559 657
1672546568 434
1672546615 -86
1672546620 -110
1672546628 471
1672546634 554
1672546649 -355
1672546664 -661
1672546667 446
1672546675 -293
1672546741 -669
1672546757 989
1672546768 978
1672546779 372
1672546784 500
1672546794 516
1672546814 -736
1672546819 -714
1672546838 39
1672546852 24
1672546854 -406
1672546862 -770
1672546862 -901
1672546885 275
1672546889 -880
1672546955 -47
1672546968 116
1672546994 -402
1672546996 -537
1672547000 279
1672547008 314
1672547037 -888
1672547047 -33
1672547066 -919
1672547090 794
1672547092 -253
1672547120 962
1672547124 -455
1672547133 -353
1672547151 -79
1672547163 179
1672547185 -473
1672547188 -869
1672547207 -615
1672547220 -748
1672547221 31
1672547262 913
1672547267 694
1672547297 -341
1672547298 -817
1672547299 -225
1672547309 -871
1672547320 -774
1672547325 536
1672547330 314
1672547344 865
1672547362 790
1672547363 897
1672547373 -645
1672547401 -15
1672547491 -603
1672547498 261
1672547501 -778
1672547514 -23
1672547527 696
1672547536 -58
1672547550 -905
1672547555 -976
1672547556 152
1672547573 -917
1672547582 -734
1672547594 796
1672547611 -14
1672547619 -209
1672547630 -535
1672547631 -983
1672547635 -281
1672547643 -887
1672547645 538
1672547710 995
1672547712 547
1672547729 -896
1672547734 -867
1672547751 909
1672547763 625
1672547812 900
1672547843 -818
1672547844 -335
1672547859 900
1672547874 -326
1672547879 -683
1672547893 -226
1672547916 900
1672547917 -130
1672547947 -162
1672547966 378
1672548060 -250
